SourceId,Target,DaysSinceLast,LastPayment,DaysSinceLast2,LastPayment2
b031dbb3-dfe8-456b-847d-a10a9263dea5-0012265734,213,7,213,7,213
b031dbb3-dfe8-456b-847d-a10a9263dea5-0012265734,213,7,213,7,213
b031dbb3-dfe8-456b-847d-a10a9263dea5-0012265734,213,7,213,7,213
b031dbb3-dfe8-456b-847d-a10a9263dea5-0012265734,213,7,213,7,213
cd687712-63cd-417e-9067-ee05ff9d45d8-0595182091,96.92,14,96.92,14,96.92
cd687712-63cd-417e-9067-ee05ff9d45d8-0595182091,96.92,14,96.92,14,96.92
1d5fb849-035d-46e5-9b88-14eceeb86063-0011584104,46.15,20,46.15,7,46.15
1d5fb849-035d-46e5-9b88-14eceeb86063-0011584104,46.15,7,46.15,20,46.15
2bf30ccb-398f-49e5-ac82-aa1abb3c10b4-0009729506,394,21,296,4,394
2bf30ccb-398f-49e5-ac82-aa1abb3c10b4-0009729506,145.19,7,394,21,296
2bf30ccb-398f-49e5-ac82-aa1abb3c10b4-0009729506,394,7,145.19,7,394
7f38153e-50ca-4451-ba43-d236ab4f8275-0011510025,24.67,7,34.16,7,46
7f38153e-50ca-4451-ba43-d236ab4f8275-0011510025,104.97,7,24.67,7,34.16
7f38153e-50ca-4451-ba43-d236ab4f8275-0011510025,37.5,7,104.97,7,24.67
7f38153e-50ca-4451-ba43-d236ab4f8275-0011510025,24.39,7,37.5,7,104.97
7f38153e-50ca-4451-ba43-d236ab4f8275-0008925214,24.68,7,34.16,7,34.62
7f38153e-50ca-4451-ba43-d236ab4f8275-0008925214,51.93,7,24.68,7,34.16
7f38153e-50ca-4451-ba43-d236ab4f8275-0008925214,34.62,7,51.93,7,24.68
7f38153e-50ca-4451-ba43-d236ab4f8275-0008925214,24.39,7,34.62,7,51.93
042c4e7c-e114-442b-b459-7aaa220ee972-0012096255,201,13,99.24,13,201
236e9bc6-abeb-48b6-8541-6670154407a7-0009233492,37,7,40,7,40
236e9bc6-abeb-48b6-8541-6670154407a7-0009233492,40,7,37,7,40
236e9bc6-abeb-48b6-8541-6670154407a7-0009233492,40,7,40,7,37
236e9bc6-abeb-48b6-8541-6670154407a7-0009233492,40,8,40,7,40
4904b4cd-910c-4fcb-b8b2-8a81c5d74070-0012402551,429.23,14,429.23,14,429.23
4904b4cd-910c-4fcb-b8b2-8a81c5d74070-0012402551,429.23,14,429.23,14,429.23
bf55cadd-8462-4fa0-be1f-24772c75f23e-0009106460,100,12,150,10,160
bf55cadd-8462-4fa0-be1f-24772c75f23e-0009106460,250,5,100,12,150
a59b8a75-2967-4f7b-ac91-bf71432fc0d2-0012526680,131.21,7,184.33,7,181.18
a59b8a75-2967-4f7b-ac91-bf71432fc0d2-0012526680,179.48,7,131.21,7,184.33
a59b8a75-2967-4f7b-ac91-bf71432fc0d2-0012526680,143.66,7,179.48,7,131.21
a59b8a75-2967-4f7b-ac91-bf71432fc0d2-0012526680,182.06,7,143.66,7,179.48
499b698e-f769-4701-98d7-be392d6265e3-0009460502,60.6,7,90.01,8,89.12
499b698e-f769-4701-98d7-be392d6265e3-0009460502,65.24,7,60.6,7,90.01
499b698e-f769-4701-98d7-be392d6265e3-0009460502,119.51,6,65.24,7,60.6
499b698e-f769-4701-98d7-be392d6265e3-0009460502,55.45,8,119.51,6,65.24
4466df42-5f67-4183-8c8b-d2ecbbed8466-N008169706,89.3,18,181.6,45,89.3
aeb66361-f111-4a81-bb26-3df69fd7b92f-0009654744,35.77,7,35.77,7,35.77
aeb66361-f111-4a81-bb26-3df69fd7b92f-0009654744,35.77,7,35.77,7,35.77
aeb66361-f111-4a81-bb26-3df69fd7b92f-0009654744,35.77,7,35.77,7,35.77
aeb66361-f111-4a81-bb26-3df69fd7b92f-0009654744,35.77,7,35.77,7,35.77
14346e65-9bdc-4c28-b572-5d9df9579bea-0011919310,260.77,14,260.77,14,260.77
14346e65-9bdc-4c28-b572-5d9df9579bea-0011919310,260.77,14,260.77,14,260.77
775dafb5-c637-49af-96ad-d5fdb7f34b53-0012044853,77.31,1,63.06,5,26.25
775dafb5-c637-49af-96ad-d5fdb7f34b53-0012044853,116.62,13,77.31,1,63.06
3c6cf1f7-f8ca-4eb8-bcbf-b315556b503d-0012163121,153.69,14,50.14,14,153.69
3c6cf1f7-f8ca-4eb8-bcbf-b315556b503d-0012163121,58.31,14,153.69,14,50.14
65f4e580-683f-4807-9011-e2367b7b08b9-0011786762,147.69,14,147.69,14,147.69
65f4e580-683f-4807-9011-e2367b7b08b9-0011786762,147.69,14,147.69,14,147.69
3842160d-5235-4a63-8e6a-670b821259d2-0012173050,83.31,8,83.31,45,166.03
3842160d-5235-4a63-8e6a-670b821259d2-0012173050,83.31,6,83.31,8,83.31
3842160d-5235-4a63-8e6a-670b821259d2-0012173050,89.77,6,83.31,6,83.31
697d9054-2c32-4a26-b432-534cdc2b3f43-0009410629,108.46,14,108.46,14,83.46
697d9054-2c32-4a26-b432-534cdc2b3f43-0009410629,184.62,14,108.46,14,108.46
2ad8ee23-46f2-43dc-a235-e6a7e3cf1490-0010734512,296.31,22,246.31,6,296.31
897f4a2f-616a-485a-b039-6501c9ffd366-0011549401,186,14,186,14,186
897f4a2f-616a-485a-b039-6501c9ffd366-0011549401,186,14,186,14,186
9fba5818-0e73-4f35-b4a9-ef71750478b7-0575201501,160,14,160,14,204
9fba5818-0e73-4f35-b4a9-ef71750478b7-0575201501,160,14,160,14,160
72f054c0-9d70-46f1-8cda-601a8d8e6ccb-0197658341,135.46,77,96.24,10,133.15
72f054c0-9d70-46f1-8cda-601a8d8e6ccb-0197658341,135.46,7,135.46,77,96.24
72f054c0-9d70-46f1-8cda-601a8d8e6ccb-0197658341,135.46,7,135.46,7,135.46
b815e60e-31fe-4a44-98f4-f66f22943f2e-0011368843,161.54,14,161.54,14,161.54
b815e60e-31fe-4a44-98f4-f66f22943f2e-0011368843,161.54,14,161.54,14,161.54
d93e4bc1-b652-4869-b23d-0b1e90b0e6f1-0010086321,72.46,6,72.46,7,72.46
d93e4bc1-b652-4869-b23d-0b1e90b0e6f1-0010086321,72.46,8,72.46,6,72.46
d93e4bc1-b652-4869-b23d-0b1e90b0e6f1-0010086321,72.46,6,72.46,8,72.46
d93e4bc1-b652-4869-b23d-0b1e90b0e6f1-0010086321,62.74,7,72.46,6,72.46
ffd7f0ca-02fc-4e44-a6e2-01b84be61bc8-0574075691,52.3,14,48.72,17,209.54
ffd7f0ca-02fc-4e44-a6e2-01b84be61bc8-0574075691,65.2,14,52.3,14,48.72
3a11587e-ba19-48b4-8aac-4798ca448251-0011983699,124.06,7,74.06,3,99.06
3a11587e-ba19-48b4-8aac-4798ca448251-0011983699,124.06,7,124.06,7,74.06
3a11587e-ba19-48b4-8aac-4798ca448251-0011983699,124.06,7,124.06,7,124.06
3a11587e-ba19-48b4-8aac-4798ca448251-0011983699,74.06,6,124.06,7,124.06
162d4726-6662-4ed9-b6d3-006ee3dd0540-0010749675,104.04,14,93.96,14,108
162d4726-6662-4ed9-b6d3-006ee3dd0540-0010749675,93.96,14,104.04,14,93.96
4f9fad6d-c5bc-4e84-87f7-65befb32b8db-N009538658,112.39,6,115.39,8,115.39
4f9fad6d-c5bc-4e84-87f7-65befb32b8db-N009538658,115.39,8,112.39,6,115.39
4f9fad6d-c5bc-4e84-87f7-65befb32b8db-N009538658,115.39,6,115.39,8,112.39
4f9fad6d-c5bc-4e84-87f7-65befb32b8db-N009538658,115.39,7,115.39,6,115.39
2bed87d1-0aaf-49a2-8329-2c8c050cf231-0012448419,159.7,5,56.45,16,79.85
2bed87d1-0aaf-49a2-8329-2c8c050cf231-0012448419,136.3,18,159.7,5,56.45
326be887-4990-47c3-9c56-4f9d2fe2a301-0011589388,169.38,14,169.38,14,169.38
87d04610-8ef7-4094-baf6-50c4b2648f37-0011919641,53.08,7,53.08,6,53.08
87d04610-8ef7-4094-baf6-50c4b2648f37-0011919641,53.08,7,53.08,7,53.08
87d04610-8ef7-4094-baf6-50c4b2648f37-0011919641,0.89,14,53.08,7,53.08
f55ac1d4-8ccb-4f20-b935-6ba728986867-0012399473,119.08,17,119.08,17,108.92
f55ac1d4-8ccb-4f20-b935-6ba728986867-0012399473,108.92,11,119.08,17,119.08
f55ac1d4-8ccb-4f20-b935-6ba728986867-0012399473,42.81,14,108.92,11,119.08
4140d866-60f8-477a-b109-4d88291dbe4c-0010725227,61.65,7,61.65,27,132.5
4140d866-60f8-477a-b109-4d88291dbe4c-0010725227,61.65,7,61.65,7,61.65
4140d866-60f8-477a-b109-4d88291dbe4c-0010725227,61.65,7,61.65,7,61.65
22569c9a-218d-4733-a90f-f0f41326565a-0011737212,5.13,14,10.29,15,9.14
513fb534-c257-4f37-93c5-2dbae444f387-0011746281,56.77,14,50.69,7,56.77
513fb534-c257-4f37-93c5-2dbae444f387-0011746281,56.77,7,56.77,14,50.69
513fb534-c257-4f37-93c5-2dbae444f387-0011746281,56.77,7,56.77,7,56.77
6af118d5-f3c4-4733-a353-b6ad29fc1a9f-0011912180,242.31,14,242.31,14,242.31
3d619909-5ba6-428c-941d-ddd5cb50f22e-0009030424,171.24,14,171.24,14,171.24
983ead33-c5b8-41bf-b7e8-cccd63ca0b79-0012337382,249.69,28,88.31,14,249.69
49e0034f-c409-4a46-899f-40ad78f66f31-0010603879,6.92,14,6.92,14,6.92
f4bb8666-704f-4907-9d6c-03b3ae73f04e-0011451954,81.23,7,81.23,7,81.23
f4bb8666-704f-4907-9d6c-03b3ae73f04e-0011451954,81.23,7,81.23,7,81.23
f4bb8666-704f-4907-9d6c-03b3ae73f04e-0011451954,81.23,7,81.23,7,81.23
58b77ebb-ca3f-43b3-acc5-7c0220339ad1-0012472237,74.27,21,78.46,7,93.92
58b77ebb-ca3f-43b3-acc5-7c0220339ad1-0012472237,97.62,7,74.27,21,78.46
58b77ebb-ca3f-43b3-acc5-7c0220339ad1-0012472237,82.02,7,97.62,7,74.27
7f86db4c-aa31-4dc1-b183-dc8750538f32-0009831744,119.77,7,119.77,7,119.77
7f86db4c-aa31-4dc1-b183-dc8750538f32-0009831744,119.77,7,119.77,7,119.77
7f86db4c-aa31-4dc1-b183-dc8750538f32-0009831744,119.77,7,119.77,7,119.77
84f2859e-bdf6-4093-85d4-1d2f9ced61d3-0011705196,273.51,13,273.51,11,273.51
84f2859e-bdf6-4093-85d4-1d2f9ced61d3-0011705196,273.51,14,273.51,13,273.51
661b1b33-ec3e-48f8-8bd3-265aceb2ecfd-0010437233,96,16,73,14,96
7e2fc8aa-cf99-450a-9a6d-5d81470a1d3e-0511194072,253.85,20,253.85,12,253.85
7e2fc8aa-cf99-450a-9a6d-5d81470a1d3e-0511194072,253.85,7,253.85,20,253.85
257cbd4b-8a28-425c-9d2e-c35439151b3c-4581972331,64.62,14,64.62,14,64.62
b8a9c88d-2723-4179-9a0d-052c0c9056b1-0012056932,80.77,7,80.77,7,80.77
b8a9c88d-2723-4179-9a0d-052c0c9056b1-0012056932,80.77,7,80.77,7,80.77
b8a9c88d-2723-4179-9a0d-052c0c9056b1-0012056932,80.77,7,80.77,7,80.77
3d4be739-eb05-49f9-b4ab-3760cdd67f93-0009979281,72.46,7,144.92,12,72.46
3d4be739-eb05-49f9-b4ab-3760cdd67f93-0009979281,72.46,10,72.46,7,144.92
3d4be739-eb05-49f9-b4ab-3760cdd67f93-0009979281,72.46,6,72.46,10,72.46
48583b95-2d1d-43e8-a591-aa4998427dba-0011651223,144.68,14,144.68,14,105.21
96e577ed-964c-421e-a3a5-864fa455ae98-0012163057,214.62,14,214.62,14,214.62
cdca7fe7-20a7-4c93-8e54-c0802c1038ce-0012250366,123,7,123,11,123
cdca7fe7-20a7-4c93-8e54-c0802c1038ce-0012250366,123,3,123,7,123
cdca7fe7-20a7-4c93-8e54-c0802c1038ce-0012250366,123,7,123,3,123
cdca7fe7-20a7-4c93-8e54-c0802c1038ce-0012250366,123,6,123,7,123
6dacf93e-51c5-4ac1-b167-d875b0d74e86-0523738431,207.69,14,207.69,14,207.69
a93bf913-b867-4672-9f46-7e44050e838e-0602665011,163.38,7,163.38,7,91.52
a93bf913-b867-4672-9f46-7e44050e838e-0602665011,163.38,7,163.38,7,163.38
a93bf913-b867-4672-9f46-7e44050e838e-0602665011,135.24,7,163.38,7,163.38
b8dcdbad-340c-428e-a2e7-64d0c279b8c2-0010170923,69.23,9,69.23,4,69.23
b8dcdbad-340c-428e-a2e7-64d0c279b8c2-0010170923,69.23,5,69.23,9,69.23
b8dcdbad-340c-428e-a2e7-64d0c279b8c2-0010170923,69.23,9,69.23,5,69.23
d01fb1e9-ce71-4962-abb9-abfb7923760e-0012281566,268.85,14,234.24,14,209.65
ceb67c59-a2e9-4c7d-b281-9d796b4e6cf1-0012382938,392.31,14,392.31,14,415.38
cf88a432-dd3c-431a-aee0-6bcff9dc3283-0009466664,25,15,50,14,50
edabbfda-4dba-4da8-9568-dbfa582f5534-0010512828,110.77,14,110.77,14,110.77
9896068f-1970-4459-a398-a8a50e8eefd7-0011621220,247.38,14,247.38,14,197.38
0db7c9fa-1633-4297-84e7-443c86c05dea-0011737212,5.13,14,10.29,15,9.14
ea3ca4dd-eed0-45fb-89bc-3f4d352a09a5-0012358674,72,77,137.08,14,97.08
293b517f-60fe-4715-a86b-249db73eaabd-0012367660,89.31,8,35.38,6,107.31
293b517f-60fe-4715-a86b-249db73eaabd-0012367660,107.31,6,89.31,8,35.38
293b517f-60fe-4715-a86b-249db73eaabd-0012367660,42.38,8,107.31,6,89.31
6a004d73-f889-4f11-9247-ff88e6b88f0e-0009452259,185,22,185,5,185
527aa047-fb29-4ac6-a1ec-9108dc1f9e0e-0011328169,197.08,8,197.08,5,197.08
527aa047-fb29-4ac6-a1ec-9108dc1f9e0e-0011328169,197.08,8,197.08,8,197.08
527aa047-fb29-4ac6-a1ec-9108dc1f9e0e-0011328169,197.08,5,197.08,8,197.08
c4259e9f-5c86-4853-8127-4989649122e3-0012139413,48.93,5,32.75,2,73.4
c4259e9f-5c86-4853-8127-4989649122e3-0012139413,48.93,2,48.93,5,32.75
c4259e9f-5c86-4853-8127-4989649122e3-0012139413,73.39,5,48.93,2,48.93
c4259e9f-5c86-4853-8127-4989649122e3-0012139413,8.3,4,73.39,5,48.93
c4259e9f-5c86-4853-8127-4989649122e3-0012139413,28.43,10,8.3,4,73.39
4df8ac85-4935-4546-92bd-2f8b22a9342b-0009852004,138.92,14,138.92,14,138.92
499b698e-f769-4701-98d7-be392d6265e3-0011662120,23.08,14,23.08,14,23.08
e423710a-28a5-4377-b2b0-1d044a36ba0a-0009221029,63.46,7,63.46,7,63.46
e423710a-28a5-4377-b2b0-1d044a36ba0a-0009221029,63.46,7,63.46,7,63.46
e423710a-28a5-4377-b2b0-1d044a36ba0a-0009221029,63.46,7,63.46,7,63.46
3737a1d8-3315-472f-a1f1-d9a1a6b27b18-0010483232,11.54,7,11.54,7,11.54
3737a1d8-3315-472f-a1f1-d9a1a6b27b18-0010483232,11.54,7,11.54,7,11.54
3737a1d8-3315-472f-a1f1-d9a1a6b27b18-0010483232,11.54,7,11.54,7,11.54
0698400c-1f15-4f90-9f74-f8305225e198-0011395090,47,7,50,6,50
0698400c-1f15-4f90-9f74-f8305225e198-0011395090,50,7,47,7,50
0698400c-1f15-4f90-9f74-f8305225e198-0011395090,50,9,50,7,47
23eaf7ca-6c5e-44df-aee1-bbd8ef4a6f9b-0010657353,96.92,28,88.08,12,96.92
54979327-3f0b-4296-a111-4c2563961c5b-0012414316,8.57,30,4.98,25,14.61
b1ba9b18-ebd4-4093-97b8-1d2272387839-4662521141,126.92,7,126.92,7,126.92
b1ba9b18-ebd4-4093-97b8-1d2272387839-4662521141,126.92,6,126.92,7,126.92
b1ba9b18-ebd4-4093-97b8-1d2272387839-4662521141,126.92,7,126.92,6,126.92
66ca8ab2-4839-43c3-a441-da890639c779-0008979067,113.08,14,113.08,14,113.08
5c567459-f154-4b7f-acf0-b8a616e9b4cb-0010355285,124.14,14,136.15,14,76.18
95612ff6-b04b-4149-a30d-63b6fd1f27ee-0588937701,154,20,67,14,154
c6b201af-e9d8-4364-9e60-c51fc083d8a4-0012136622,184.15,14,184.15,14,184.15
d6a63385-7dec-4bf3-bf34-a4450c3c53f3-0012300754,122.19,7,122.19,7,87.19
d6a63385-7dec-4bf3-bf34-a4450c3c53f3-0012300754,122.19,7,122.19,7,122.19
d6a63385-7dec-4bf3-bf34-a4450c3c53f3-0012300754,122.19,7,122.19,7,122.19
98c3abc4-7174-4a64-ad78-15244d7f885a-0011407408,99.23,14,7.44,14,90.77
98c3abc4-7174-4a64-ad78-15244d7f885a-0012056640,80.31,14,80.31,14,80.31
18d6910a-e6a3-4bcd-84d9-3e98db2dafe5-0012489391,92.31,7,92.31,7,92.31
18d6910a-e6a3-4bcd-84d9-3e98db2dafe5-0012489391,92.31,7,92.31,7,92.31
18d6910a-e6a3-4bcd-84d9-3e98db2dafe5-0012489391,92.31,7,92.31,7,92.31
3eece3de-b0f7-4309-8395-ef1d3f4af0d6-0012122035,100,5,16.42,7,13.47
3eece3de-b0f7-4309-8395-ef1d3f4af0d6-0012122035,14.55,2,100,5,16.42
3eece3de-b0f7-4309-8395-ef1d3f4af0d6-0012122035,9.07,7,14.55,2,100
3eece3de-b0f7-4309-8395-ef1d3f4af0d6-0012122035,13.94,7,9.07,7,14.55
199e48e4-374e-475c-945b-d8a933118bdb-61043252N1,46.15,7,46.15,7,20.76
199e48e4-374e-475c-945b-d8a933118bdb-61043252N1,46.15,7,46.15,7,46.15
199e48e4-374e-475c-945b-d8a933118bdb-61043252N1,46.15,7,46.15,7,46.15
032375dc-8f7e-4730-8151-85c668b7a3e0-0011174013,61.85,7,61.85,20,61.85
032375dc-8f7e-4730-8151-85c668b7a3e0-0011174013,61.85,7,61.85,7,61.85
032375dc-8f7e-4730-8151-85c668b7a3e0-0011174013,61.85,7,61.85,7,61.85
5b9d6d25-2f74-45ce-9a4e-3a37e783a240-0012280170,49.85,7,5.14,7,41.45
5b9d6d25-2f74-45ce-9a4e-3a37e783a240-0012280170,49.85,7,49.85,7,5.14
5b9d6d25-2f74-45ce-9a4e-3a37e783a240-0012280170,49.85,7,49.85,7,49.85
f38689df-bddd-4a34-8dfa-fa8e75a70b27-0012346109,10.38,14,16.15,14,13.08
16b7cc94-598c-41e7-8e64-ad1f29694fe5-0010306554,32.69,7,57.69,6,57.69
16b7cc94-598c-41e7-8e64-ad1f29694fe5-0010306554,57.69,7,32.69,7,57.69
16b7cc94-598c-41e7-8e64-ad1f29694fe5-0010306554,57.69,9,57.69,7,32.69
0163995e-f0df-4c33-aa96-5cf0b3a56ade-0011598637,227.08,14,227.08,14,227.08
9a3ed97b-a78a-45fd-b110-e792f562927e-0009237799,28.38,7,28.38,7,28.38
9a3ed97b-a78a-45fd-b110-e792f562927e-0009237799,28.38,7,28.38,7,28.38
9a3ed97b-a78a-45fd-b110-e792f562927e-0009237799,28.38,7,28.38,7,28.38
0564e88b-c4f2-4986-916f-29d9dfde6209-0012525680,124.85,7,127.85,7,127.85
0564e88b-c4f2-4986-916f-29d9dfde6209-0012525680,127.85,7,124.85,7,127.85
0564e88b-c4f2-4986-916f-29d9dfde6209-0012525680,127.85,7,127.85,7,124.85
bfcc2d77-75f0-4383-9538-9a8aa7890111-0010762739,130,14,130,14,130
b14596a9-bbba-45fc-970f-26da1bc0e8e3-0205944971,196.15,14,196.15,14,196.15
22f2e3f3-97ad-4085-bf15-a0bc4999e04e-0012207788,164,14,164,16,164
4fcd4b11-b2a4-4078-80e1-b09fc96800cc-0010051962,113.31,7,113.31,7,113.31
4fcd4b11-b2a4-4078-80e1-b09fc96800cc-0010051962,113.31,7,113.31,7,113.31
4fcd4b11-b2a4-4078-80e1-b09fc96800cc-0010051962,113.31,7,113.31,7,113.31
c0a52f0b-6fa1-4f56-bab2-228db4cc0ef9-0011877632,230.77,14,27.26,14,145.77
7b8216f5-ab35-4e18-bc40-5969f5864415-0011334592,205.85,14,205.85,14,205.85
de3311c2-4958-4a03-b0e9-457f8a6a60cb-0010250024,149.89,15,187.36,17,149.89
de3311c2-4958-4a03-b0e9-457f8a6a60cb-0010250024,149.89,19,149.89,15,187.36
d835e158-eff0-44ff-aeab-c06deb6cc4fa-0011737212,5.13,14,10.29,15,9.14
6c1a1f3f-d442-40b7-affb-5c6add91623b-0011624719,125.73,7,125.73,6,125.73
6c1a1f3f-d442-40b7-affb-5c6add91623b-0011624719,94.79,7,125.73,7,125.73
6c1a1f3f-d442-40b7-affb-5c6add91623b-0011624719,125.73,8,94.79,7,125.73
196c675e-f935-4496-8b8b-2a0a3f9b2a9d-0011731107,147.69,6,97.56,2,193.86
196c675e-f935-4496-8b8b-2a0a3f9b2a9d-0011731107,147.69,8,147.69,6,97.56
196c675e-f935-4496-8b8b-2a0a3f9b2a9d-0011731107,147.69,6,147.69,8,147.69
3c7b4184-e6f1-4a6e-aac6-62d63eef3530-0012399473,119.08,17,119.08,17,108.92
3c7b4184-e6f1-4a6e-aac6-62d63eef3530-0012399473,108.92,11,119.08,17,119.08
3c7b4184-e6f1-4a6e-aac6-62d63eef3530-0012399473,42.81,14,108.92,11,119.08
3b1690db-7e93-4db6-8287-6c3892085f5f-0012039275,99.46,7,99.46,7,99.46
3b1690db-7e93-4db6-8287-6c3892085f5f-0012039275,99.46,7,99.46,7,99.46
3b1690db-7e93-4db6-8287-6c3892085f5f-0012039275,8.46,7,99.46,7,99.46
8ba85a5c-df13-47f6-8a8c-d47b5c30f7a6-0010167919,327.69,17,227.69,13,327.69
5a7d9eaf-69b1-4600-9003-aa43616c10da-0606748021,58,5,32.97,14,149.81
5a7d9eaf-69b1-4600-9003-aa43616c10da-0606748021,41.97,9,58,5,32.97
5a7d9eaf-69b1-4600-9003-aa43616c10da-0606748021,58,6,41.97,9,58
5a7d9eaf-69b1-4600-9003-aa43616c10da-0606748021,38,7,58,6,41.97
d5c5db14-2077-4837-81b4-b1b45d88ac2e-0010464167,60.38,12,85.38,14,60.38
fd957b6c-2a74-42e6-919c-5ba5c3481093-0568435271,301.38,14,301.38,14,301.38
ecfb5e38-333f-495b-93dd-3151eb4ed488-0009517338,62.31,22,62.31,18,224.24
ecfb5e38-333f-495b-93dd-3151eb4ed488-0009517338,62.31,7,62.31,22,62.31
1fb9bd90-2c3c-4a5a-b7d9-d7a5052271e0-0588776071,42.23,7,42.23,7,42.23
1fb9bd90-2c3c-4a5a-b7d9-d7a5052271e0-0588776071,42.23,7,42.23,7,42.23
1fb9bd90-2c3c-4a5a-b7d9-d7a5052271e0-0588776071,42.23,7,42.23,7,42.23
e99d9fd8-dd48-4ffb-b3db-58c4f4a4471d-0011308647,142.38,10,142.38,4,29.38
e99d9fd8-dd48-4ffb-b3db-58c4f4a4471d-0011308647,142.38,6,142.38,10,142.38
e99d9fd8-dd48-4ffb-b3db-58c4f4a4471d-0011308647,142.38,7,142.38,6,142.38
75eefc5c-642a-460c-93f7-d0ea910d1293-0012071158,50.31,14,28.41,14,47.21
75eefc5c-642a-460c-93f7-d0ea910d1293-N009304710,41.54,9,41.54,6,41.54
75eefc5c-642a-460c-93f7-d0ea910d1293-N009304710,41.54,5,41.54,9,41.54
75eefc5c-642a-460c-93f7-d0ea910d1293-N009304710,41.54,9,41.54,5,41.54
01745777-7bc7-4dd5-a94c-9d38e6664e0f-4662966441,152.31,14,152.31,14,152.31
38b3508f-4b40-4f35-bb5e-14a30be1f778-0010326318,49.62,9,43.89,8,88.91
38b3508f-4b40-4f35-bb5e-14a30be1f778-0010326318,49.62,8,49.62,9,43.89
38b3508f-4b40-4f35-bb5e-14a30be1f778-0010326318,18.84,5,49.62,8,49.62
38b3508f-4b40-4f35-bb5e-14a30be1f778-0010326318,44.37,12,18.84,5,49.62
329c44ea-0094-426d-b498-643768f9bf73-0009305801,117.23,14,117.23,14,117.23
f0fa7824-1a8e-422e-bdc3-2d9b04b8f216-0217529071,54,12,54,8,54
f0fa7824-1a8e-422e-bdc3-2d9b04b8f216-0217529071,54,7,54,12,54
987b9717-f7d5-478b-8fc2-96f38fa25e1e-0011653430,140,18,204,14,117
7c03f6d4-8bf6-44fa-ace5-d85726f9e633-0011686602,48.92,7,123.92,7,13.68
7c03f6d4-8bf6-44fa-ace5-d85726f9e633-0011686602,48.92,7,48.92,7,123.92
7c03f6d4-8bf6-44fa-ace5-d85726f9e633-0011686602,48.92,7,48.92,7,48.92
d3b44006-a4b9-4502-b4be-2f0dbabef4ff-0009626730,79.15,7,79.15,7,79.15
d3b44006-a4b9-4502-b4be-2f0dbabef4ff-0009626730,54.15,7,79.15,7,79.15
c48c8c79-1cae-4ef5-a310-c35061a8b837-4599526471,80.08,7,80.08,7,80.08
c48c8c79-1cae-4ef5-a310-c35061a8b837-4599526471,80.08,7,80.08,7,80.08
c48c8c79-1cae-4ef5-a310-c35061a8b837-4599526471,80.08,7,80.08,7,80.08
3a9ff902-d1fa-43a0-aed0-098e9367a3ed-0010444511,26.73,14,133.85,14,133.85
3a9ff902-d1fa-43a0-aed0-098e9367a3ed-0010603879,6.92,14,6.92,14,6.92
996ac104-026e-48f2-babe-182fbf087727-0011729122,110.77,14,110.77,14,110.77
996ac104-026e-48f2-babe-182fbf087727-0010591278,91.15,14,91.15,7,91.15
996ac104-026e-48f2-babe-182fbf087727-0010591278,91.15,6,91.15,14,91.15
996ac104-026e-48f2-babe-182fbf087727-0010591278,91.15,1,91.15,6,91.15
996ac104-026e-48f2-babe-182fbf087727-0010591278,91.15,7,91.15,1,91.15
21bbb5bb-aaad-4d59-94a8-bd98db1e8937-0012065368,11.54,8,11.54,14,23.08
21bbb5bb-aaad-4d59-94a8-bd98db1e8937-0012065368,23.08,8,11.54,8,11.54
31dc8f45-134e-4ef6-9018-bcf5096f3e23-0012032547,5.77,7,5.77,7,5.77
31dc8f45-134e-4ef6-9018-bcf5096f3e23-0012032547,5.77,7,5.77,7,5.77
31dc8f45-134e-4ef6-9018-bcf5096f3e23-0012032547,5.77,7,5.77,7,5.77
5740238b-3ac9-4674-9469-cda0e9e6172a-2492916131,97.11,14,129.28,15,80.39
5740238b-3ac9-4674-9469-cda0e9e6172a-2492916131,83.46,13,97.11,14,129.28
1137bf25-aaf2-414f-ac39-85fd3ee242b0-0010102653,93.46,7,93.46001,7,93.46001
1137bf25-aaf2-414f-ac39-85fd3ee242b0-0010102653,93.46,7,93.46,7,93.46001
1137bf25-aaf2-414f-ac39-85fd3ee242b0-0010102653,93.46,7,93.46,7,93.46
62b64867-5eae-4ad5-bb3e-2d43d9e4f315-0011536839,112.15,14,44.6,14,105.85
40f4c432-5476-41ce-b511-4023f5692765-N008941854,84.23,7,87.23,6,87.23
40f4c432-5476-41ce-b511-4023f5692765-N008941854,87.23,7,84.23,7,87.23
40f4c432-5476-41ce-b511-4023f5692765-N008941854,87.23,7,87.23,7,84.23
5e578a33-3859-4574-8b55-6b3683f90db8-0012277374,110.77,14,110.77,7,60
5e578a33-3859-4574-8b55-6b3683f90db8-0012277374,56,8,110.77,14,110.77
bbe4fd8a-531a-4bc0-a370-d16b329a4da2-0009926520,163.85,14,163.85,14,163.85
c7861956-0ea6-4e28-847e-70289e54e515-0011874444,90.46,5,90.46,8,84.84
c7861956-0ea6-4e28-847e-70289e54e515-0011874444,90.46,7,90.46,5,90.46
c7861956-0ea6-4e28-847e-70289e54e515-0011874444,46.08,7,90.46,7,90.46
5e578a33-3859-4574-8b55-6b3683f90db8-0011532459,180,10,180,18,180
9a2f693d-d876-4b16-b18d-5d25efe840b2-0518856681,79.62,7,52.22,4,60.61
9a2f693d-d876-4b16-b18d-5d25efe840b2-0518856681,79.62,7,79.62,7,52.22
